Components,Flap Side,Size,Stock,Printing,Sheets,Pages,Gusset,,description
Outer Box OB,-,"10.5"" x 4.5"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"10.5"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"10"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 6.75"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",250gsm CCNB ,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",250gsm CCNB ,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",250gsm CCNB ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB FSC,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB FSC,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 1""",400gsm CCNB FSC,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",250gsm CCNB ,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",250gsm CCNB ,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",250gsm CCNB ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB FSC,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB FSC,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.75""",400gsm CCNB FSC,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm CCNB ,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm CCNB ,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm CCNB ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB FSC,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB FSC,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",400gsm CCNB FSC,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm C1S,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm C1S,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"9"" x 4.5"" x 0.5""",250gsm C1S,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.75"" x 6.25"" x 0.5""",300gsm CCNB ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8.625"" x 5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",300gsm C1S + 350gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",300gsm C1S + 350gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"8"" x 6"" x 0.5""",300gsm C1S ,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"7.625"" x 5.625"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",250gsm C1S,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",250gsm C1S,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 1""",250gsm C1S,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",250gsm C1S,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",250gsm C1S,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.75""",250gsm C1S,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",250gsm C1S,"2c or 4c, closed face, with printed paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",250gsm C1S,"2c or 4c, closed face, with blank paper tray",-,-,-,,
Outer Box OB,-,"6.5"" x 4.75"" x 0.5""",250gsm C1S,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Box OB,-,"5.5"" x 5.75"" x 1.5""",400gsm CCNB,"2c or 4c, closed face, NO paper tray",-,-,-,,
Outer Sleeve OS,-,"10.5"" x 10.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"9"" x 12"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"7.75"" x 11"" x 0.75""",350gsm C1S,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"7.75"" x 11"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 10.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 9.875"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 9.875"" x 0.5""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 8.75"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 8.75"" x 0.75""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 8.75"" x 0.75""",260gsm Kraft Card,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 8.75"" x 0.5"" or 6.75"" x 9"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.75"" x 10.25"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.125"" x 9.75"" x 0.625""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6.125"" x 9.75"" x 0.625""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6"" x 14"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6"" x 8.5"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"6"" x 8.5"" x 0.5""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5.25"" x 6.5"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5.125"" x 7.625"" x 0.75""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5"" x 13.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5"" x 10.75"" x 0.75"" or 5.5"" x 10"" x 0.625""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5"" x 10.75"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"5"" x 8.875"" x 0.5""",400gsm CCNB,"2c or 4c, closed face",-,-,-,,
Outer Sleeve OS,-,"3.5"" x 5.75"" x 0.25""",Foam tray with die cut,-,-,-,-,,
SlimBox SB Slimmer SR,-,"10.25"" x 7"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"9"" x 6.375"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"9.5"" x 4.375"" x 0.25""",220gsm uncoated by handmade,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"9.5"" x 4.375"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"8.875"" x 4.375"" x 0.25"" or 7.75"" x 4.75"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"8.875"" x 4.375"" x 0.25"" or 7.75"" x 4.75"" x 0.25""",300gsm CCNB (FSC),"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"8.875"" x 4.375"" x 0.25"" or 7.75"" x 4.75"" x 0.25""",250gsm C1S (FSC),"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"6.125"" x 6.125"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"6"" x 8.5"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"6"" x 4.5"" x 0.25""",300gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"8.875"" x 4.375"" x 0.25"" or 7.75"" x 4.75"" x 0.25""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
SlimBox SB Slimmer SR,-,"10"" x 4.33"" x 0.157""",250gsm CCNB,"2c or 4c, closed face",-,-,-,,
SelfMailer SM,-,"27"" x 17.5""",170gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"27"" x 17.5""",170gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"20"" x 18""",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"20"" x 18""",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"20"" x 18""",190gsm FSC C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"20"" x 18""",190gsm FSC C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"24"" x 11""",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"24"" x 11""",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"24"" x 11""",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"24"" x 11""",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",170gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",170gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",300gsm CCNB,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"17.625"" x 11.375""",300gsm CCNB,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"13"" x 13.5""",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"13"" x 13.5""",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",170gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",170gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",300gsm CCNB,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"10.67"" x 13.5""",300gsm CCNB,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"21.5"" diameter",190gsm uncoated,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",180gsm uncoated,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",180gsm uncoated,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"14"" Diameter",300gsm CCNB,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",190gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",190gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",210gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",210gsm C1S,"4c/4c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",250gsm C1S,"4c/0c, closed face",-,-,-,,
SelfMailer SM,-,"12"" Diameter",250gsm C1S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"34"" x 24""",80gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"34"" x 24""",80gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"34"" x 24""",80gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"34"" x 24""",80gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",100gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",100gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",120gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",120gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",95gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",95gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",105gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",105gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",115gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",115gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",128gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 24""",128gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 17.5""",100gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 17.5""",100gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 17.5""",105gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"27"" x 17.5""",105gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"24"" x 11""",100gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"24"" x 11""",100gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"24"" x 11""",128gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"24"" x 11""",128gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",120gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",120gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",105gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",105gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",100gsm brown kraft,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",100gsm brown kraft,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",120gsm brown kraft,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"20"" x 18""",120gsm brown kraft,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"17.75"" x 9.875""",115gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"17.75"" x 9.875""",115gsm C2S,"4c/4c, closed face ",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",100gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",100gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",120gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",120gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",115gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",115gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",157gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"17.625"" x 11.375""",157gsm C2S,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"14"" x 12""",100gsm uncoated,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"14"" x 12""",100gsm uncoated,"4c/4c, closed face",-,-,-,,
Paper Self Mailer,-,"11"" x 11""",80gsm C2S,"4c/0c, closed face",-,-,-,,
Paper Self Mailer,-,"11"" x 11""",80gsm C2S,"4c/4c, closed face",-,-,-,,
